Customer_ID,Customer_name,Region,Country
793c1821-3cfc-4c96-b432-302df55a2793,"Sarah Cook","North America","Saint Barthelemy"
a6675f1c-808b-4cf0-a729-5d31801ad9bc,"Linda Gray MD","North America",Zimbabwe
917607f0-d201-4912-bbbe-03708796c49b,"Julie Richard",Africa,Qatar
dd1c8cf6-d937-4e7b-817a-21dc84d76ef0,"Scott Houston",Asia,Guam
120eb7b8-a9a4-48d9-b830-15ecf49c6c44,"Julie Flores",Africa,"Saint Lucia"
41473ec2-0d74-489a-8233-e014d585a4bc,"Edgar Townsend",Asia,Nigeria
6647d93e-58d0-437f-a8b8-5b7c6f600590,"Eric Curtis","South America",Lithuania
73d36e5c-62c3-45b5-a475-55fd36bf3aca,"Samantha Jones",Australia,Armenia
32ee0ab4-aff4-4398-abe3-18e5e77f3127,"Dawn Butler",Africa,Seychelles
d125bcc9-9750-48a3-9ca3-40a11a348d23,"Jason Hoffman",Asia,"Equatorial Guinea"
362d79c1-9a26-4766-b875-1e47822da08d,"Franklin Williams",Asia,Taiwan
a29d2f8e-32e8-4ac8-b5cf-a36e5b5e7fe2,"David Alvarez",Europe,Luxembourg
1abd8272-87c3-4240-9c9c-7c9df4b3f252,"Andrew Montgomery",Asia,"Saint Vincent and the Grenadines"
92a447c8-552e-4140-8f75-6a95420eb2bb,"Susan Robbins",Asia,Rwanda
30a2879a-bae0-4118-beae-bce271557bfd,"Cameron Tran",Asia,"Western Sahara"
7e1d66fa-5a1a-485d-a122-8268d7497fda,"Dawn Hudson",Asia,"Christmas Island"
b6d64cf4-d6f8-40e1-beed-5ad15edf4da9,"Dustin King",Europe,Ireland
eaa650b2-12e7-491c-ba4c-6f58441ceaee,"David Aguilar",Europe,Mongolia
701946a5-1fe4-4c9c-b8f1-f97115ed15ca,"Dawn Hunt",Africa,Mongolia
ce801003-6b5a-4b2c-af16-f06848bf0268,"Brian Perez",Australia,"San Marino"
28f2c44c-0f9a-47c2-b92d-0aa4213f444e,"Dr. George Leblanc",Africa,Spain
548861be-e46a-49fc-b470-86620aa5e354,"Jonathan Foster",Asia,Cambodia
cd979e2a-fbb2-466f-a7ee-78de8ddaf8cd,"Brian Lowe","South America",Namibia
bd4560f7-89ad-47af-a681-87feb88c774a,"Jeremy Crawford",Australia,India
1da4d3b1-9cee-442d-aa5f-35ce61e868e6,"Samuel Holland",Africa,Malaysia
19393109-34cf-4ed5-828f-b11f5c6dee85,"Tina Fernandez","South America",Andorra
28994222-27ab-48d7-bae3-f8ac44b33249,"Randy Gonzalez",Asia,Zimbabwe
bba6f6f9-a46e-4c3b-b213-ea08079b2033,"Stephanie Garcia",Africa,Cyprus
7afe2bb3-db6e-41bd-b6c5-f8c50f962d76,"Sabrina Dillon","South America",Peru
e61fe151-0d1f-4a5b-9235-e9f69ee6520e,"Kim Howard","South America",Gibraltar
98a98cae-2379-46ef-8aa0-5ff3824d9d5f,"Brittany Cook",Africa,Uzbekistan
0372f385-d32f-471f-9ab9-a6dd728b4add,"Kevin Price","North America",Nigeria
c84797ef-da40-4b0f-9d20-01ce18094047,"Savannah Duarte","South America",Germany
fe0ec499-fc3a-4a3a-869b-a6790c977bc3,"Dorothy Ruiz",Australia,"Czech Republic"
8a0e1ae0-0f26-451d-a93b-1057751d4863,"Adam Thompson","South America","Saint Pierre and Miquelon"
fb92264d-d7aa-499f-b939-0b9a26323b69,"Victoria Williams",Asia,Liberia
41188871-bc5c-4e90-ae90-be862421c09a,"Marilyn Lopez","North America","Papua New Guinea"
94bd37e0-bb88-4410-bdc6-6d1d2d097031,"George Larson",Africa,Mauritius
4d9f71db-ee85-464f-997d-166950ecb36e,"Danielle Coleman",Australia,"Burkina Faso"
d412fd87-c12b-44bf-b915-01361509ff85,"Karina Rowland",Australia,Korea
a0c5ffcc-9eca-4a95-a199-45c7e5c2405c,"Sandra Romero","North America",Guernsey
b35b0350-e1e7-49cc-9d47-3ecb32d77435,"Elaine Watkins","North America",Turkmenistan
2357471b-8fd4-4e05-9672-7d67bac075bb,"Jason Schultz",Europe,Luxembourg
18ee23d4-21c8-4d1f-909c-f9a552724de7,"Jacqueline Butler","South America",Spain
b992f053-bc95-4a9e-a722-456741c89adb,"David Ward",Asia,"Bosnia and Herzegovina"
e05eb2b7-5124-45db-a8e9-91a97d954d9f,"Shane Ortiz",Asia,"Equatorial Guinea"
ddacf0bd-f96f-4728-9745-1b09d8542402,"Mark Stevens","North America","Saudi Arabia"
ef9a7c14-cae0-4005-b5d4-b5a11ac1b5a7,"Louis Wheeler",Asia,Congo
e911d363-3b88-4ecc-adca-762b2d80ed1c,"Mary Griffin","North America",Malawi
4b6e5292-8392-4010-ba87-c4f08ce4d2aa,"Shari Hill",Asia,Mali
9a8e2543-3a43-4282-a4bc-8b6caa389428,"Michael Perez",Asia,Austria
eccad7bc-8a00-4fbb-937a-a4366d105384,"John Martinez","South America","Equatorial Guinea"
05d27e18-9607-488b-9a30-c751708acea8,"James Young","South America","Sao Tome and Principe"
c963ead6-1b1f-4a96-9c9d-5f1a805f7c02,"Robin Williams",Asia,Grenada
cc8358d2-a204-44d4-97dc-96ff7e248082,"Emily Cowan","North America",Tajikistan
3e6fe666-7627-458f-8444-757144b0d459,"Craig Ellis",Europe,Nauru
d2e76694-872a-488e-8fda-332fad2b6a06,"Krista Osborn",Africa,"Equatorial Guinea"
714db8c5-a99a-4c64-b7d1-61ac26b93e75,"Michael Thomas",Europe,Luxembourg
5f8cfeaa-2753-4312-8555-9cc519a1faf9,"Andrew Booth",Australia,Gambia
d27623bf-2504-4343-aa28-0024e7df9bd0,"Lori Walls",Asia,Guam
65cbae15-9d22-4fd3-9779-28e17f4cce91,"Barbara Cook",Africa,Maldives
747220fa-522a-4e41-9019-121016c7ec54,"Nichole Clark","North America",Malawi
433bb62c-0d32-48bf-aacc-b9900b2a515f,"Jessica Morgan",Europe,"United States Minor Outlying Islands"
aa75e842-e330-4c60-a24b-c9f59cc7c9e4,"Robert Todd","North America","Brunei Darussalam"
c1902066-0de6-4d7a-b8db-c13a8864d2f6,"Christy Jennings","South America","Sao Tome and Principe"
b747f499-b929-4953-b7f2-2bdf3788ddc3,"Jacob Martinez",Africa,"British Virgin Islands"
c5b1ec1f-a7da-43ef-b69b-df988d7797be,"Max Bell",Asia,Turkmenistan
be135c7a-5cf8-4b5b-bfa8-a89b0a425289,"David Little","North America",Tajikistan
85971227-e46d-4815-968d-28419cbdb7c5,"Belinda Schultz",Africa,Moldova
ea3e93a9-f8cf-4162-b3a9-ad3d7a2d7947,"Eric Olson",Africa,Afghanistan
c8f25ffe-208b-4efe-aeed-c34945f7084c,"Amy White",Australia,Zimbabwe
8d24744d-8a11-4dcc-8206-d8c71c14237f,"Heather Johnson","North America","Cape Verde"
c16f48f2-d602-4d8e-8913-333e759c9c94,"Kelly Cruz",Australia,"Palestinian Territory"
76d68a9a-174d-4486-8e23-46b8f4b45843,"Mckenzie Flores","South America",Yemen
45e05fbd-d582-4b1e-8ead-c453ed2c2f5f,"Kelli Lopez",Australia,"Saint Kitts and Nevis"
b1bf166b-13eb-4e50-a359-d1c92da6cc48,"Russell Bruce",Australia,Palau
8794659d-56c0-4260-94e5-4b4198fc1925,"Scott Johnson","South America","Czech Republic"
7459a666-38be-47e1-9f35-e082fa7b786f,"James Harper",Australia,"Czech Republic"
7f2b13a7-905c-4cfe-b163-30e6f8778d96,"Robert York",Asia,Niger
313b1a25-54ae-481e-b9f9-95d41575cde3,"Jennifer Baldwin","South America","Bouvet Island (Bouvetoya)"
5c685387-472a-40e5-84a7-286400a29a11,"Nathan Callahan",Australia,"Cote d'Ivoire"
190ffb9b-dfe1-4731-a7f1-689fcd13e5a5,"Suzanne Hayes","South America",Austria
cb477bec-4ad3-4edf-b412-a1231d59dbea,"Katherine White",Asia,Honduras
df65dbf4-7d81-4150-bddb-471143e7206c,"Isabel Martin",Europe,Seychelles
2f0904a9-8020-4643-b3b8-08adc9fcfc28,"Diamond Brown",Asia,Macao
6bae6c46-8d6e-4e80-af27-360178c4e439,"Elizabeth Russell",Africa,Jersey
edf72876-97d3-419a-b41c-7874eddc4f65,"David Brown",Asia,Myanmar
d83540fa-64a6-4d5b-9743-2394674480d6,"John Allison",Australia,"El Salvador"
92fe0aa9-b9d6-4958-b20b-558101b0b482,"Karen Hogan",Europe,"Heard Island and McDonald Islands"
e7c1769a-1cb0-4966-92f9-56d43c7858a1,"Janice Green","South America",Mozambique
f36eb9df-3fe4-4336-89c2-1df118caf43c,"Vanessa Taylor",Asia,Turkey
6bd5148a-9797-4938-8d0b-ea7f787f3068,"Raymond Bell",Africa,Djibouti
3c872be5-b680-47e6-8d45-78e34ca5d5fe,"Allison Chavez","South America",Malawi
372b1d04-6170-4eaa-9c0f-f84001c50693,"Harry Wagner",Europe,Bahamas
f9d2e5df-9b65-4044-919e-4aa6d23313d3,"Peter Smith","North America",Philippines
e0183a03-552a-4618-b28e-cd8d0d7112d5,"Roy Smith",Europe,Israel
79868b50-0076-419b-8dc6-8074dfa1f2c2,"Patrick Romero","South America",Belize
a89c69eb-acbe-4237-9d28-f5224722035a,"Diana Mckenzie",Australia,Kiribati
f77ed919-00a6-42d8-9ad5-ec4db4834c34,"Wendy Jones",Australia,Mongolia
87c1eff4-e22c-4b2b-989b-f38dc3c71df3,"Susan Jenkins","North America",Canada
66c15637-640b-40e3-90e0-554d5667325d,"Brenda David","South America",Austria
b805b087-be7c-4bd4-a43a-b71dffaa0629,"Adam Bennett","North America","Dominican Republic"
ad054a33-c7cc-467c-afb8-beda5f898cc8,"Shawn Anderson",Asia,Pakistan
7ccfe15f-6d8a-4dc1-8a16-9a1c647a9bfd,"Christina Barron",Africa,Croatia
c59277eb-a64a-4792-bcf0-dadbdcadf8f0,"Kimberly Roman",Europe,Gambia
50602e8a-7b08-4583-9cbd-ed76e2809f74,"Vanessa Richmond",Australia,Georgia
c572d833-c442-4a20-a174-98cb62e65e7a,"Brittney King","South America",Madagascar
272701d3-5095-4134-8ed2-88a9f040f345,"Heidi Flores","North America",Paraguay
e150e468-3272-4c85-b6a3-c4323910449c,"Donald Pennington",Asia,"Faroe Islands"
8b2a08b4-36fb-4a36-94ef-c4ed4d488c5e,"Christian Carey",Asia,Guatemala
386768f9-d1f5-4f8e-8e46-05010e9d7efd,"Richard Brown",Europe,Moldova
75b0f732-e5b5-4be2-979c-f29dfbe6c62a,"Darlene Greer",Asia,Iraq
b2a4f461-8454-44a9-99b6-51044506c118,"Mrs. Holly Lee",Europe,Jordan
4b7ca239-39f2-41b9-a44e-85a8743eb32d,"Kristi Rubio",Asia,Zimbabwe
a68d2407-c253-41c5-93b6-c1b96dae4c02,"Curtis Smith",Asia,"El Salvador"
4386e28c-8965-4d0a-929c-0962c1adb9bf,"Curtis Hobbs","South America",Comoros
42eff5ed-b842-4809-972a-79ebd367ef0a,"Kelly Johnson",Asia,"Burkina Faso"
ec228e42-9f1b-4cc1-aa6d-2d85ee7c0abd,"Robert Nielsen",Australia,"Western Sahara"
91562c23-231e-41f9-8b10-1d2059f8568e,"Eric Flores","North America","Sri Lanka"
49700ef9-bbea-40ea-812a-91473fda5a29,"Brandon Munoz",Africa,"Faroe Islands"
48717eab-741a-4863-9454-3aa61189fd3e,"Alexandra Cannon",Asia,"Wallis and Futuna"
3ecfe831-42f6-40d8-b335-14c872c8b15d,"Robert Estrada",Asia,Angola
809f5eb4-585a-4f1a-a9f9-b5f524fe9fdf,"Barbara Mendoza","South America",Morocco
e25622a9-273f-4e6a-b003-d793a840dcd2,"Carolyn Mckinney",Asia,Uzbekistan
dc34ca29-6a12-4b96-bc19-3a0f49f1647f,"Alyssa Curtis",Asia,Timor-Leste
6b6084d2-b6f1-4a41-bc0a-a9126e9b35ed,"Anna Weber","South America",Tonga
61c5a764-adf2-4907-b6e2-ab8f89326c45,"Cody Lee",Asia,Guyana
4cb227c7-c55a-4745-b373-9da8bbe9da23,"Beverly Sullivan",Asia,Mozambique
eefca29b-fe5d-42c3-8a03-dbc807871f05,"Kimberly Bentley",Australia,Eritrea
0d029945-4861-44cd-8452-b3a7079d221f,"Kara Hurst",Europe,Bangladesh
6902b8f2-b8ba-4577-9bae-75285702f30c,"Mary Pierce",Australia,Pakistan
10fd93e9-35dc-459b-9bcc-983174a9acfb,"Edward Smith",Asia,Tunisia
d0af9e66-e136-4a4e-b47d-41caeb400c6d,"Shelley Flores","South America",Guyana
6e4efcf7-2ddb-43a6-936d-b3b7d5440f0f,"Drew Morrison","South America",Nauru
c22776de-992e-4551-9802-646bab8c742a,"Tammy Brown","North America",Sweden
e2ec5edc-62e8-47a8-bff7-8eb70ee0b243,"Joseph Murphy","South America",Bhutan
8a80c33d-8a03-4f3a-a603-cf2908679a3a,"Kelly Meza",Europe,Samoa
9579e401-ac89-49fb-b370-fc5a7846e48f,"Amanda Goodman","North America",Azerbaijan
31e33f67-3547-436f-bbe6-1d6b6cc38e4d,"Samuel White",Africa,Korea
fc46fcb3-8609-4fb1-9699-b4c68779f3c3,"Kevin Gill",Asia,Malta
5db514b8-fb20-4f66-a983-c65cec4b0510,"Molly Thomas","South America","Isle of Man"
4e268bd2-dbdc-4c2c-8cd9-7e2ac517a697,"Sara Murphy MD",Australia,Colombia
81487dd6-382a-460a-9943-161cadbd5270,"Anthony Hanna","South America",Guinea-Bissau
bb1a08d3-0e28-40c0-9707-6ff002ad538c,"Calvin Kirk",Europe,Lebanon
b9949675-22a6-4b46-9103-39fa17a36722,"Brittany Smith",Europe,"Isle of Man"
b6863644-186b-496c-b716-7fd9600fcc20,"Samuel Miller",Africa,Thailand
590551f2-2756-4da3-a4df-4b677cb177fe,"Austin Wilson DVM",Europe,Honduras
43959084-e9cb-411d-b85a-a48f378b6b7f,"Christine Torres",Asia,"French Guiana"
b5d46a50-76ea-4575-a132-6897f0c8fdc9,"Robert Russell",Europe,Djibouti
a24a0e0c-7f66-408f-a29c-7ac24a0a28d7,"Manuel Sullivan","South America",Grenada
6ab99ec3-9b31-4515-aa9c-3819ffe59d21,"Jennifer Johnson","North America",Bermuda
c583e3af-7823-4ad2-ba87-80227bef5b06,"Joel Jones MD","North America",Uzbekistan
ee98da03-2aeb-4092-91c2-40fa0ea0c684,"Sara Wheeler","South America",Bhutan
9840c1d8-317b-4f72-a6e9-850e795fb4b8,"Brenda Berry",Europe,Portugal
3c2b7f9c-cc20-4411-b07e-1051fa87debe,"Evelyn Baker",Australia,Belize
ba5cc6c5-b780-44b7-8cea-82b104e32788,"Amy Serrano",Africa,"Trinidad and Tobago"
7f6e1606-f808-416e-9660-f70ad911959d,"Rebecca Tran",Europe,Romania
7de63293-1d36-4eb7-9b36-3a5ea5bf39e7,"Andres Reynolds","North America","Isle of Man"
670e0a14-e826-4485-84d0-cc82c01849d1,"Thomas Potter",Europe,"Sri Lanka"
ce3ac247-6b30-4259-960b-215e4c355b1b,"Antonio Wallace",Asia,India
39d7fc9a-c78f-4d70-90a7-adaa1a1f7e79,"Vanessa Jones",Australia,Qatar
95522616-61f5-4e4b-aa30-52fdf7d04039,"Charles Mccall","North America","Trinidad and Tobago"
7458503e-e4d0-410b-8518-b8d0a01e933a,"Christopher Johnson",Australia,Bolivia
18bbb64e-6cba-4233-8f7f-6c2afac99fe6,"Cheryl Cook","North America","Pitcairn Islands"
e220cf6d-8daf-4859-8bf9-7efbf9720b04,"Michael Harris",Australia,Dominica
260b59e7-b65e-4b9a-83c6-2f12cb0c4f73,"Mark Hall",Australia,Guinea-Bissau
abf2e30d-746b-4000-a94a-c9f2402712fe,"April Butler",Asia,Aruba
66b6cbb5-0520-4adf-a69e-36dc74eb84e1,"Tammie Taylor",Asia,"Norfolk Island"
28b33de9-acb4-489a-8c67-f90e23595b31,"Kayla Brown DVM",Australia,"French Guiana"
f5d76f87-92c5-4805-96f9-bfd6c9865aab,"Kimberly Johns",Europe,"Sao Tome and Principe"
76db4f3d-0390-4949-bcf5-3d7ae5abb810,"Olivia Curry",Australia,Andorra
3347651e-666b-4c5d-a008-b84f99dd9132,"Courtney Sullivan","South America",Gabon
60f137cc-390c-4d57-bc39-6a87619c7bd7,"Angela Hunt",Africa,Lithuania
2a168ec0-4a0b-4980-b83f-57844f5bdcda,"Ryan Hendricks",Australia,"New Zealand"
c41fb619-7d71-4eb2-a205-d93d735509ea,"Allison Curtis","South America",Nigeria
725c21e6-d74d-4a93-ad03-7066749a8fe0,"Ashley Luna",Asia,"Cote d'Ivoire"
c25b445b-4d3e-4a3d-ab3e-619b76400b4a,"Alexis Lam",Europe,Mauritius
4b03f7be-4622-4963-b76b-b90d2d8d006f,"Wendy Taylor","North America",Iceland
85ff2839-b870-4dfa-94f4-3491bc074d7b,"Lisa Lucas",Asia,Malaysia
ab60b717-8c50-4de7-9d72-90590bf4af79,"Courtney Thomas","North America",Jamaica
bfea6aab-89a2-4190-b6f1-39a8a7c760ad,"Donald Kelley","North America",Congo
1045d405-48f0-4a59-a516-1e14de684dc8,"Linda Townsend",Australia,"United Kingdom"
8b192db7-d050-4fa8-aa4e-6b97934353ea,"Nicholas Christensen","South America",Afghanistan
ed58d38a-7762-40b8-83eb-fa0c1a2653ad,"Andrea Johnson",Africa,Kuwait
3114aba7-f8a0-4ec3-9a44-8d324874dd39,"Scott Sanchez","South America",Swaziland
820625bf-c594-4f6f-af44-f0e749525c20,"Michelle Walker","South America",Iran
678936cb-d9d3-498f-9f41-ae7aa660eeab,"Mark Kerr","North America",Mayotte
a8ca05a1-ec0b-4fbd-b3ab-3ee43a73e852,"Jennifer Steele",Europe,"Holy See (Vatican City State)"
d963ee95-75d4-473e-8467-10c02e1c3a11,"Jennifer Jackson",Africa,Colombia
118f7edc-ffd4-4068-80e3-8cb17a8ee5cd,"John Mccarty",Asia,Seychelles
a00d16c1-2589-4bbc-8c74-5b6bc8426156,"Jose Buchanan",Australia,Tajikistan
c1bbe51c-918a-4a32-9f0f-b0cc1399fdf3,"Christopher Todd","South America",Ethiopia
a06e6907-2bb0-43a2-8177-280de01d964b,"Kristen Smith",Africa,Cyprus
6b678d1c-a317-4243-a107-2592cc45a2cf,"Ryan Rogers","South America","Burkina Faso"
ecf29b30-99c0-47bc-8156-3dbb51c93151,"Dr. Douglas Herman","North America","Burkina Faso"
4be824bc-6101-4674-9939-a77cce4a0847,"Jeffrey Payne",Asia,Benin
fe6f355d-7712-4ce5-b65d-36978958cec8,"Richard Orozco",Asia,Nigeria
e7ec798c-cd7a-46bf-804b-78e477842cff,"Marvin Martin","South America","Cayman Islands"
44207df5-971d-45d2-8bd3-e807341be5c8,"Mary Davis",Asia,Sudan
f5ca820f-4d0d-4773-9674-6a1984b1e10c,"Stephen Hawkins",Asia,Germany
